customer_id,frequency,monetary,recency,pre_pivot_frequency,pivot_ratio,product_diversity,loan_taken,loan_defaulted,clusters
CUS03762,6,261750.0,16,5,1.0,4,1,1,4
CUS03763,1,54650.0,69,4,0.2,1,1,1,1
CUS03764,1,54800.0,20,5,0.1667,1,1,1,1
CUS03765,1,42400.0,52,5,0.1667,1,1,0,3
CUS03766,1,1500.0,94,6,0.1429,1,0,0,2
CUS03767,1,2000.0,148,3,0.25,1,0,0,2
CUS03768,1,26250.0,157,3,0.25,1,1,0,3
CUS03769,0,0.0,184,2,0.0,0,0,0,2
CUS03770,7,190800.0,32,15,0.4375,3,1,0,4
CUS03771,1,4750.0,73,9,0.1,1,1,0,3
CUS03772,4,180900.0,5,10,0.3636,2,1,0,4
CUS03773,0,0.0,184,7,0.0,0,1,1,1
CUS03774,0,0.0,184,8,0.0,0,1,1,1
CUS03775,3,53900.0,11,5,0.5,2,0,0,2
CUS03776,1,19200.0,55,7,0.125,1,1,1,1
CUS03777,3,142200.0,37,7,0.375,3,0,0,4
CUS03778,0,0.0,184,1,0.0,0,1,1,1
CUS03779,11,270350.0,1,5,1.8333,4,0,0,0
CUS03780,1,43300.0,15,5,0.1667,1,0,0,2
CUS03781,0,0.0,184,5,0.0,0,0,0,2
CUS03782,2,94400.0,92,5,0.3333,2,1,0,3
CUS03783,0,0.0,184,1,0.0,0,0,0,2
CUS03784,2,43700.0,26,2,0.6667,2,0,0,2
CUS03785,1,30100.0,138,3,0.25,1,1,1,1
CUS03786,0,0.0,184,9,0.0,0,1,0,3
CUS03787,3,118950.0,37,3,0.75,3,1,0,3
CUS03788,0,0.0,184,9,0.0,0,1,1,1
CUS03789,0,0.0,184,7,0.0,0,1,1,1
CUS03790,15,468500.0,7,5,2.5,4,0,0,0
CUS03791,0,0.0,184,4,0.0,0,1,0,3
CUS03792,6,291050.0,65,7,0.75,3,0,0,4
CUS03793,11,414050.0,20,12,0.8462,5,0,0,4
CUS03794,2,139100.0,142,5,0.3333,2,0,0,2
CUS03795,1,950.0,65,10,0.0909,1,1,1,1
CUS03796,0,0.0,184,9,0.0,0,1,1,1
CUS03797,0,0.0,184,6,0.0,0,1,1,1
CUS03798,0,0.0,184,2,0.0,0,0,0,2
CUS03799,0,0.0,184,10,0.0,0,1,0,3
CUS03800,0,0.0,184,5,0.0,0,0,0,2
CUS03801,15,575600.0,2,10,1.3636,4,0,0,0
CUS03802,0,0.0,184,4,0.0,0,1,0,3
CUS03803,1,27300.0,149,1,0.5,1,1,0,3
CUS03804,9,180100.0,26,8,1.0,4,0,0,4
CUS03805,0,0.0,184,3,0.0,0,0,0,2
CUS03806,1,24800.0,40,3,0.25,1,1,0,3
CUS03807,1,93500.0,5,6,0.1429,1,1,1,1
CUS03808,0,0.0,184,1,0.0,0,0,0,2
CUS03809,8,355800.0,10,14,0.5333,5,1,0,4
CUS03810,12,835050.0,3,11,1.0,4,0,0,0
CUS03811,1,400.0,12,7,0.125,1,1,0,3
CUS03812,0,0.0,184,5,0.0,0,1,0,3
CUS03813,1,18650.0,105,6,0.1429,1,1,0,3
CUS03814,3,75200.0,73,1,1.5,2,0,0,2
CUS03815,10,350450.0,15,9,1.0,2,1,1,4
CUS03816,0,0.0,184,5,0.0,0,1,1,1
CUS03817,4,89850.0,41,11,0.3333,4,1,1,4
CUS03818,5,114650.0,75,6,0.7143,4,0,0,4
CUS03819,17,579900.0,1,8,1.8889,4,0,0,0
CUS03820,3,7800.0,23,9,0.3,2,1,1,1
CUS03821,0,0.0,184,3,0.0,0,0,0,2
CUS03822,0,0.0,184,1,0.0,0,0,0,2
CUS03823,3,117750.0,102,5,0.5,2,0,0,2
CUS03824,1,22000.0,183,7,0.125,1,1,1,1
CUS03825,10,421800.0,67,6,1.4286,4,0,0,0
CUS03826,10,647900.0,24,7,1.25,5,0,0,0
CUS03827,8,343200.0,31,8,0.8889,4,0,0,4
CUS03828,10,350400.0,7,11,0.8333,4,0,0,4
CUS03829,3,131200.0,18,4,0.6,2,0,0,2
CUS03830,9,343500.0,21,8,1.0,4,1,0,4
CUS03831,0,0.0,184,1,0.0,0,0,0,2
CUS03832,1,18600.0,67,5,0.1667,1,0,0,2
CUS03833,8,503050.0,36,5,1.3333,3,0,0,0
CUS03834,14,652750.0,19,12,1.0769,5,0,0,0
CUS03835,16,560650.0,9,4,3.2,4,0,0,0
CUS03836,1,500.0,116,6,0.1429,1,1,1,1
CUS03837,0,0.0,184,8,0.0,0,1,1,1
CUS03838,4,19150.0,35,9,0.4,2,1,1,1
CUS03839,1,79150.0,148,1,0.5,1,0,0,2
CUS03840,7,136800.0,14,9,0.7,2,1,0,4
CUS03841,4,98600.0,91,15,0.25,3,1,0,4
CUS03842,1,66500.0,36,3,0.25,1,1,0,3
CUS03843,1,4500.0,139,6,0.1429,1,1,1,1
CUS03844,0,0.0,184,1,0.0,0,0,0,2
CUS03845,0,0.0,184,4,0.0,0,1,0,3
CUS03846,1,5800.0,22,5,0.1667,1,0,0,2
CUS03847,0,0.0,184,3,0.0,0,1,1,1
CUS03848,1,21700.0,107,8,0.1111,1,1,0,3
CUS03849,16,430800.0,35,11,1.3333,4,0,0,0
CUS03850,3,195700.0,53,13,0.2143,2,1,0,4
CUS03851,10,391600.0,22,7,1.25,4,1,0,4
CUS03852,2,4650.0,82,5,0.3333,1,1,1,1
CUS03853,1,1100.0,76,3,0.25,1,1,0,3
CUS03854,6,217700.0,36,13,0.4286,3,0,0,4
CUS03855,0,0.0,184,7,0.0,0,1,0,3
CUS03856,13,533150.0,3,10,1.1818,6,1,0,0
CUS03857,0,0.0,184,5,0.0,0,1,1,1
CUS03858,0,0.0,184,10,0.0,0,1,1,1
CUS03859,0,0.0,184,2,0.0,0,0,0,2
CUS03860,2,65550.0,91,4,0.4,1,0,0,2
CUS03861,12,535800.0,2,9,1.2,4,1,0,0
CUS03862,0,0.0,184,2,0.0,0,0,0,2
CUS03863,0,0.0,184,7,0.0,0,1,0,3
CUS03864,3,46250.0,32,5,0.5,2,0,0,2
CUS03865,1,32200.0,33,3,0.25,1,1,1,1
CUS03866,0,0.0,184,10,0.0,0,1,1,1
CUS03867,0,0.0,184,10,0.0,0,1,0,3
CUS03868,6,224750.0,39,9,0.6,3,1,0,4
CUS03869,1,19200.0,51,3,0.25,1,0,0,2
CUS03870,8,436250.0,3,15,0.5,5,1,1,4
CUS03871,6,117850.0,4,9,0.6,3,0,0,4
CUS03872,6,88050.0,11,4,1.2,2,0,0,4
CUS03873,2,144700.0,146,2,0.6667,2,0,0,2
CUS03874,1,33950.0,77,8,0.1111,1,1,0,3
CUS03875,1,10500.0,4,8,0.1111,1,1,1,1
CUS03876,0,0.0,184,8,0.0,0,1,0,3
CUS03877,0,0.0,184,1,0.0,0,0,0,2
CUS03878,1,1600.0,75,8,0.1111,1,1,1,1
CUS03879,6,217450.0,16,5,1.0,4,1,0,4
CUS03880,0,0.0,184,2,0.0,0,1,0,3
CUS03881,0,0.0,184,10,0.0,0,1,0,3
CUS03882,0,0.0,184,5,0.0,0,0,0,2
CUS03883,0,0.0,184,3,0.0,0,0,0,2
CUS03884,3,115500.0,37,3,0.75,3,0,0,2
CUS03885,1,700.0,32,9,0.1,1,1,1,1
CUS03886,0,0.0,184,7,0.0,0,1,1,1
CUS03887,0,0.0,184,10,0.0,0,1,1,1
CUS03888,0,0.0,184,9,0.0,0,1,1,1
CUS03889,0,0.0,184,2,0.0,0,0,0,2
CUS03890,5,149350.0,5,8,0.5556,3,1,0,4
CUS03891,1,550.0,23,3,0.25,1,1,1,1
CUS03892,1,89900.0,54,10,0.0909,1,1,1,1
CUS03893,2,18350.0,95,4,0.4,2,0,0,2
CUS03894,9,311750.0,9,10,0.8182,4,1,1,4
CUS03895,0,0.0,184,10,0.0,0,1,0,3
CUS03896,4,158450.0,44,9,0.4,4,0,0,4
CUS03897,0,0.0,184,1,0.0,0,0,0,2
CUS03898,0,0.0,184,1,0.0,0,0,0,2
CUS03899,1,57000.0,36,2,0.3333,1,1,0,3
CUS03900,3,196100.0,15,4,0.6,2,0,0,2
CUS03901,18,1126750.0,3,5,3.0,6,1,0,0
CUS03902,1,75950.0,16,9,0.1,1,1,1,1
CUS03903,1,1600.0,11,3,0.25,1,0,0,2
CUS03904,0,0.0,184,4,0.0,0,1,1,1
CUS03905,0,0.0,184,4,0.0,0,1,0,3
CUS03906,7,249700.0,55,5,1.1667,4,0,0,4
CUS03907,13,456750.0,3,6,1.8571,5,1,0,0
CUS03908,9,311550.0,16,8,1.0,3,1,0,4
CUS03909,1,23150.0,176,3,0.25,1,0,0,2
CUS03910,4,289100.0,23,8,0.4444,2,0,0,4
CUS03911,4,342850.0,17,6,0.5714,4,1,0,4
CUS03912,1,44100.0,2,3,0.25,1,1,0,3
CUS03913,0,0.0,184,4,0.0,0,0,0,2
CUS03914,0,0.0,184,9,0.0,0,1,0,3
CUS03915,3,154500.0,42,15,0.1875,1,0,0,4
CUS03916,6,142800.0,18,5,1.0,3,1,0,4
CUS03917,1,31500.0,155,3,0.25,1,1,0,3
CUS03918,8,478950.0,2,4,1.6,5,0,0,0
CUS03919,1,32000.0,93,3,0.25,1,1,0,3
CUS03920,0,0.0,184,10,0.0,0,1,1,1
CUS03921,0,0.0,184,5,0.0,0,1,1,1
CUS03922,11,487850.0,6,10,1.0,5,0,0,0
CUS03923,1,72550.0,39,3,0.25,1,1,0,3
CUS03924,1,14250.0,134,7,0.125,1,0,0,2
CUS03925,6,205100.0,7,13,0.4286,3,1,0,4
CUS03926,0,0.0,184,4,0.0,0,1,1,1
CUS03927,4,330050.0,53,8,0.4444,3,0,0,4
CUS03928,18,557500.0,4,8,2.0,4,0,0,0
CUS03929,1,6650.0,21,7,0.125,1,1,0,3
CUS03930,0,0.0,184,4,0.0,0,0,0,2
CUS03931,7,228950.0,18,14,0.4667,4,1,0,4
CUS03932,18,594650.0,9,7,2.25,4,0,0,0
CUS03933,0,0.0,184,2,0.0,0,0,0,2
CUS03934,4,205450.0,104,14,0.2667,2,1,0,4
CUS03935,5,195450.0,11,10,0.4545,3,1,1,4
CUS03936,3,16450.0,43,3,0.75,2,1,0,3
CUS03937,0,0.0,184,2,0.0,0,0,0,2
CUS03938,0,0.0,184,9,0.0,0,1,1,1
CUS03939,0,0.0,184,6,0.0,0,1,0,3
CUS03940,0,0.0,184,2,0.0,0,0,0,2
CUS03941,3,130050.0,148,4,0.6,2,0,0,2
CUS03942,9,346650.0,15,14,0.6,4,0,0,4
CUS03943,1,59550.0,175,6,0.1429,1,1,0,3
CUS03944,0,0.0,184,10,0.0,0,1,1,1
CUS03945,0,0.0,184,1,0.0,0,0,0,2
CUS03946,1,1050.0,137,8,0.1111,1,1,1,1
CUS03947,1,78150.0,84,5,0.1667,1,0,0,2
CUS03948,11,516500.0,4,8,1.2222,4,0,0,0
CUS03949,8,106050.0,35,14,0.5333,3,1,0,4
CUS03950,0,0.0,184,7,0.0,0,1,1,1
CUS03951,0,0.0,184,1,0.0,0,0,0,2
CUS03952,1,33950.0,17,9,0.1,1,1,0,3
CUS03953,9,273050.0,1,9,0.9,4,1,0,4
CUS03954,0,0.0,184,2,0.0,0,0,0,2
CUS03955,17,600900.0,10,7,2.125,4,0,0,0
CUS03956,6,377000.0,41,10,0.5455,5,1,0,4
CUS03957,0,0.0,184,2,0.0,0,0,0,2
CUS03958,0,0.0,184,2,0.0,0,1,1,1
CUS03959,0,0.0,184,7,0.0,0,1,1,1
CUS03960,1,98250.0,91,8,0.1111,1,1,1,1
CUS03961,2,13200.0,105,5,0.3333,2,0,0,2
CUS03962,2,57950.0,91,2,0.6667,2,0,0,2
CUS03963,0,0.0,184,5,0.0,0,1,1,1
CUS03964,3,133750.0,24,14,0.2,3,1,0,4
CUS03965,0,0.0,184,3,0.0,0,1,0,3
CUS03966,1,1500.0,148,4,0.2,1,1,1,1
CUS03967,0,0.0,184,4,0.0,0,1,0,3
CUS03968,0,0.0,184,2,0.0,0,0,0,2
CUS03969,10,202900.0,5,11,0.8333,3,1,0,4
CUS03970,3,44000.0,61,1,1.5,3,0,0,2
CUS03971,5,154100.0,8,10,0.4545,4,1,0,4
CUS03972,3,14750.0,62,5,0.5,2,0,0,2
CUS03973,10,840600.0,24,5,1.6667,3,0,0,0
CUS03974,0,0.0,184,6,0.0,0,0,0,2
CUS03975,1,10950.0,178,6,0.1429,1,1,0,3
CUS03976,2,3050.0,45,4,0.4,1,1,0,3
CUS03977,3,109400.0,54,1,1.5,2,0,0,2
CUS03978,1,450.0,179,3,0.25,1,1,1,1
CUS03979,0,0.0,184,10,0.0,0,1,1,1
CUS03980,1,550.0,10,10,0.0909,1,1,1,1
CUS03981,0,0.0,184,3,0.0,0,1,1,1
CUS03982,2,67950.0,39,2,0.6667,2,0,0,2
CUS03983,0,0.0,184,5,0.0,0,1,0,3
CUS03984,0,0.0,184,3,0.0,0,1,0,3
CUS03985,1,87700.0,143,8,0.1111,1,1,1,1
CUS03986,10,585050.0,3,12,0.7692,5,0,0,0
CUS03987,10,629000.0,41,15,0.625,6,0,0,0
CUS03988,0,0.0,184,2,0.0,0,0,0,2
CUS03989,17,900150.0,3,7,2.125,4,0,0,0
CUS03990,1,850.0,109,10,0.0909,1,1,1,1
CUS03991,8,298750.0,32,7,1.0,4,0,0,4
CUS03992,0,0.0,184,2,0.0,0,0,0,2
CUS03993,3,78800.0,18,1,1.5,3,0,0,2
CUS03994,17,1046800.0,4,4,3.4,6,0,0,0
CUS03995,18,563300.0,7,12,1.3846,4,0,0,0
CUS03996,1,25200.0,28,4,0.2,1,1,1,1
CUS03997,13,466000.0,11,10,1.1818,4,0,0,0
CUS03998,1,94350.0,69,10,0.0909,1,1,1,1
CUS03999,0,0.0,184,1,0.0,0,0,0,2
CUS04000,4,131050.0,42,11,0.3333,3,1,0,4
CUS04001,1,98150.0,62,9,0.1,1,1,1,1
CUS04002,0,0.0,184,1,0.0,0,0,0,2
CUS04003,12,351250.0,16,12,0.9231,4,0,0,4
CUS04004,1,14050.0,170,1,0.5,1,0,0,2
CUS04005,6,213150.0,58,5,1.0,3,0,0,4
CUS04006,0,0.0,184,10,0.0,0,1,1,1
CUS04007,0,0.0,184,5,0.0,0,1,1,1
CUS04008,6,258300.0,19,6,0.8571,4,0,0,4
CUS04009,3,45350.0,55,3,0.75,1,0,0,2
CUS04010,1,71500.0,115,3,0.25,1,1,1,1
CUS04011,8,225250.0,12,8,0.8889,4,1,1,4
CUS04012,1,4250.0,102,8,0.1111,1,1,1,1
CUS04013,1,98850.0,83,2,0.3333,1,0,0,2
CUS04014,1,850.0,179,9,0.1,1,1,1,1
CUS04015,1,8100.0,102,7,0.125,1,1,0,3
CUS04016,0,0.0,184,8,0.0,0,1,1,1
CUS04017,1,1450.0,15,4,0.2,1,1,0,3
CUS04018,8,269900.0,41,15,0.5,3,1,0,4
CUS04019,17,845450.0,3,8,1.8889,6,1,0,0
CUS04020,17,606550.0,4,5,2.8333,5,0,0,0
CUS04021,18,811350.0,20,6,2.5714,6,1,0,0
CUS04022,10,608800.0,33,13,0.7143,5,1,0,4
CUS04023,17,676950.0,5,9,1.7,6,0,0,0
CUS04024,1,1150.0,158,8,0.1111,1,0,0,2
CUS04025,0,0.0,184,10,0.0,0,1,0,3
CUS04026,0,0.0,184,1,0.0,0,0,0,2
CUS04027,0,0.0,184,8,0.0,0,1,0,3
CUS04028,0,0.0,184,6,0.0,0,1,0,3
CUS04029,17,606750.0,12,12,1.3077,4,0,0,0
CUS04030,0,0.0,184,1,0.0,0,0,0,2
CUS04031,4,205150.0,7,13,0.2857,3,0,0,4
CUS04032,4,219300.0,65,14,0.2667,2,1,0,4
CUS04033,1,34850.0,52,10,0.0909,1,1,0,3
CUS04034,0,0.0,184,9,0.0,0,1,1,1
CUS04035,5,116050.0,114,6,0.7143,2,0,0,2
CUS04036,0,0.0,184,8,0.0,0,1,0,3
CUS04037,0,0.0,184,4,0.0,0,1,1,1
CUS04038,3,51350.0,53,2,1.0,2,1,0,3
CUS04039,11,497400.0,17,10,1.0,5,0,0,0
CUS04040,0,0.0,184,2,0.0,0,0,0,2
CUS04041,0,0.0,184,7,0.0,0,1,1,1
CUS04042,8,282500.0,19,13,0.5714,3,0,0,4
CUS04043,1,23850.0,122,5,0.1667,1,1,1,1
CUS04044,10,489900.0,21,14,0.6667,4,0,0,4
CUS04045,1,74650.0,152,8,0.1111,1,1,1,1
CUS04046,1,43200.0,118,9,0.1,1,1,0,3
CUS04047,3,29150.0,11,2,1.0,2,0,0,2
CUS04048,1,81650.0,112,8,0.1111,1,1,0,3
CUS04049,1,1250.0,154,6,0.1429,1,1,1,1
CUS04050,8,457550.0,60,6,1.1429,4,1,0,4
CUS04051,0,0.0,184,1,0.0,0,0,0,2
CUS04052,13,383000.0,18,8,1.4444,4,0,0,0
CUS04053,10,441300.0,2,13,0.7143,4,1,0,4
CUS04054,1,39700.0,88,2,0.3333,1,0,0,2
CUS04055,14,574200.0,27,5,2.3333,5,0,0,0
CUS04056,7,146200.0,16,7,0.875,3,1,0,4
CUS04057,0,0.0,184,1,0.0,0,0,0,2
CUS04058,9,367550.0,2,7,1.125,4,1,0,4
CUS04059,3,23850.0,29,4,0.6,2,1,0,3
CUS04060,7,292300.0,37,12,0.5385,4,0,0,4
CUS04061,3,131100.0,42,4,0.6,2,1,0,3
CUS04062,12,307550.0,11,8,1.3333,3,0,0,0
CUS04063,1,138250.0,145,9,0.1,1,1,1,1
CUS04064,1,45950.0,106,6,0.1429,1,1,0,3
CUS04065,1,30650.0,117,4,0.2,1,1,0,3
CUS04066,2,54250.0,21,5,0.3333,1,0,0,2
CUS04067,6,159450.0,25,7,0.75,3,0,0,4
CUS04068,0,0.0,184,3,0.0,0,0,0,2
CUS04069,11,447600.0,4,12,0.8462,4,0,0,4
CUS04070,0,0.0,184,3,0.0,0,1,1,1
CUS04071,1,3700.0,173,4,0.2,1,1,1,1
CUS04072,1,88050.0,163,5,0.1667,1,1,0,3
CUS04073,0,0.0,184,3,0.0,0,1,1,1
CUS04074,5,67700.0,65,6,0.7143,3,0,0,4
CUS04075,2,20950.0,147,2,0.6667,2,0,0,2
CUS04076,0,0.0,184,1,0.0,0,0,0,2
CUS04077,3,68650.0,10,1,1.5,3,0,0,2
CUS04078,5,319100.0,14,6,0.7143,4,0,0,4
CUS04079,8,298300.0,2,13,0.5714,4,0,0,4
CUS04080,13,635400.0,16,5,2.1667,4,0,0,0
CUS04081,1,18650.0,157,10,0.0909,1,1,1,1
CUS04082,0,0.0,184,1,0.0,0,0,0,2
CUS04083,0,0.0,184,4,0.0,0,1,1,1
CUS04084,1,40800.0,121,7,0.125,1,1,0,3
CUS04085,3,108650.0,75,5,0.5,2,0,0,2
CUS04086,1,24000.0,94,2,0.3333,1,0,0,2
CUS04087,4,112550.0,66,10,0.3636,3,1,0,4
CUS04088,1,850.0,155,4,0.2,1,0,0,2
CUS04089,1,700.0,29,3,0.25,1,1,0,3
CUS04090,5,130800.0,30,9,0.5,3,1,0,4
CUS04091,4,130650.0,15,15,0.25,3,1,0,4
CUS04092,15,692800.0,22,11,1.25,5,0,0,0
CUS04093,1,1850.0,53,8,0.1111,1,1,0,3
CUS04094,4,291500.0,27,12,0.3077,2,1,1,4
CUS04095,9,407650.0,45,15,0.5625,3,1,0,4
CUS04096,6,262150.0,7,12,0.4615,3,0,0,4
CUS04097,1,6150.0,125,2,0.3333,1,0,0,2
CUS04098,0,0.0,184,6,0.0,0,0,0,2
CUS04099,3,58000.0,126,4,0.6,2,0,0,2
CUS04100,1,22700.0,106,6,0.1429,1,1,1,1
CUS04101,1,400.0,57,5,0.1667,1,1,1,1
CUS04102,0,0.0,184,1,0.0,0,0,0,2
CUS04103,1,89050.0,75,1,0.5,1,1,1,1
CUS04104,1,9550.0,34,5,0.1667,1,1,1,1
CUS04105,0,0.0,184,1,0.0,0,0,0,2
CUS04106,10,246350.0,25,12,0.7692,4,0,0,4
CUS04107,0,0.0,184,2,0.0,0,0,0,2
CUS04108,0,0.0,184,4,0.0,0,0,0,2
CUS04109,1,1300.0,42,5,0.1667,1,1,1,1
CUS04110,0,0.0,184,9,0.0,0,1,0,3
CUS04111,7,226700.0,29,5,1.1667,4,1,0,4
CUS04112,4,117200.0,45,5,0.6667,2,1,0,3
CUS04113,2,76150.0,105,5,0.3333,1,1,0,3
CUS04114,0,0.0,184,9,0.0,0,1,1,1
CUS04115,9,280050.0,33,11,0.75,4,0,0,4
CUS04116,10,415000.0,32,6,1.4286,4,0,0,0
CUS04117,0,0.0,184,1,0.0,0,0,0,2
CUS04118,0,0.0,184,2,0.0,0,0,0,2
CUS04119,3,3600.0,6,3,0.75,1,0,0,2
CUS04120,0,0.0,184,5,0.0,0,0,0,2
CUS04121,13,632650.0,21,10,1.1818,3,0,0,0
CUS04122,0,0.0,184,2,0.0,0,0,0,2
CUS04123,2,40800.0,27,4,0.4,2,1,1,1
CUS04124,1,1550.0,171,6,0.1429,1,1,1,1
CUS04125,3,132550.0,61,2,1.0,3,1,0,3
CUS04126,0,0.0,184,9,0.0,0,1,1,1
CUS04127,9,311100.0,25,12,0.6923,4,0,0,4
CUS04128,0,0.0,184,2,0.0,0,0,0,2
CUS04129,0,0.0,184,2,0.0,0,1,1,1
CUS04130,3,14700.0,8,5,0.5,2,0,0,2
CUS04131,5,116350.0,45,7,0.625,4,1,0,4
CUS04132,0,0.0,184,1,0.0,0,0,0,2
CUS04133,3,80550.0,55,9,0.3,2,1,0,3
CUS04134,2,36050.0,123,5,0.3333,2,0,0,2
CUS04135,0,0.0,184,8,0.0,0,1,0,3
CUS04136,2,86200.0,78,5,0.3333,2,0,0,2
CUS04137,0,0.0,184,2,0.0,0,1,1,1
CUS04138,5,142650.0,7,10,0.4545,4,0,0,4
CUS04139,1,138150.0,15,5,0.1667,1,1,1,1
CUS04140,1,27650.0,106,4,0.2,1,0,0,2
CUS04141,1,6000.0,61,8,0.1111,1,1,1,1
CUS04142,3,88950.0,7,13,0.2143,2,1,0,4
CUS04143,6,109450.0,19,11,0.5,3,0,0,4
CUS04144,10,274650.0,2,10,0.9091,4,1,1,4
CUS04145,16,1136900.0,5,5,2.6667,6,0,0,0
CUS04146,12,836800.0,25,9,1.2,6,0,0,0
CUS04147,1,900.0,136,4,0.2,1,0,0,2
CUS04148,6,157450.0,2,8,0.6667,3,1,0,4
CUS04149,8,315200.0,5,13,0.5714,4,1,0,4
CUS04150,1,500.0,64,5,0.1667,1,1,0,3
CUS04151,1,45600.0,24,7,0.125,1,1,0,3
CUS04152,6,162600.0,10,9,0.6,3,1,0,4
CUS04153,1,73350.0,28,6,0.1429,1,1,1,1
CUS04154,2,11450.0,82,2,0.6667,2,1,1,1
CUS04155,0,0.0,184,3,0.0,0,0,0,2
CUS04156,14,370150.0,41,7,1.75,6,0,0,0
CUS04157,0,0.0,184,6,0.0,0,1,1,1
CUS04158,1,49800.0,135,9,0.1,1,1,1,1
CUS04159,7,235600.0,13,9,0.7,3,1,0,4
CUS04160,10,212750.0,9,11,0.8333,4,0,0,4
CUS04161,0,0.0,184,1,0.0,0,1,1,1
CUS04162,11,474350.0,23,10,1.0,4,0,0,0
CUS04163,12,511000.0,5,10,1.0909,4,0,0,0
CUS04164,1,83950.0,36,7,0.125,1,1,1,1
CUS04165,1,19200.0,3,4,0.2,1,1,1,1
CUS04166,5,67850.0,12,11,0.4167,3,1,0,4
CUS04167,0,0.0,184,2,0.0,0,0,0,2
CUS04168,8,258000.0,2,10,0.7273,4,1,0,4
CUS04169,2,17200.0,132,1,1.0,2,1,0,3
CUS04170,0,0.0,184,1,0.0,0,0,0,2
CUS04171,0,0.0,184,2,0.0,0,1,0,3
CUS04172,13,287900.0,39,7,1.625,3,0,0,0
CUS04173,1,35650.0,7,5,0.1667,1,1,0,3
CUS04174,16,970500.0,7,8,1.7778,6,0,0,0
CUS04175,6,250000.0,3,6,0.8571,3,1,0,4
CUS04176,11,312100.0,7,12,0.8462,5,0,0,4
CUS04177,1,1950.0,142,6,0.1429,1,1,1,1
CUS04178,3,19950.0,32,1,1.5,2,1,0,3
CUS04179,0,0.0,184,2,0.0,0,0,0,2
CUS04180,1,14300.0,112,5,0.1667,1,0,0,2
CUS04181,11,336500.0,17,4,2.2,4,1,0,0
CUS04182,4,152150.0,39,15,0.25,1,0,0,4
CUS04183,13,583900.0,25,9,1.3,6,0,0,0
CUS04184,0,0.0,184,2,0.0,0,0,0,2
CUS04185,1,1350.0,86,9,0.1,1,1,1,1
CUS04186,1,750.0,118,6,0.1429,1,1,1,1
CUS04187,0,0.0,184,2,0.0,0,0,0,2
CUS04188,6,209750.0,37,9,0.6,4,0,0,4
CUS04189,0,0.0,184,4,0.0,0,1,1,1
CUS04190,6,202600.0,2,11,0.5,3,0,0,4
CUS04191,8,88150.0,19,8,0.8889,2,1,1,4
CUS04192,3,122550.0,1,2,1.0,3,0,0,2
CUS04193,0,0.0,184,4,0.0,0,1,1,1
CUS04194,0,0.0,184,4,0.0,0,1,0,3
CUS04195,7,305050.0,82,11,0.5833,3,0,0,4
CUS04196,4,205700.0,48,13,0.2857,4,1,0,4
CUS04197,0,0.0,184,7,0.0,0,1,1,1
CUS04198,9,385900.0,61,7,1.125,3,0,0,4
CUS04199,0,0.0,184,3,0.0,0,1,1,1
CUS04200,0,0.0,184,2,0.0,0,0,0,2
CUS04201,0,0.0,184,3,0.0,0,1,1,1
CUS04202,6,169350.0,39,12,0.4615,3,1,0,4
CUS04203,1,16450.0,163,8,0.1111,1,1,0,3
CUS04204,0,0.0,184,6,0.0,0,1,1,1
CUS04205,0,0.0,184,2,0.0,0,0,0,2
CUS04206,4,293450.0,16,10,0.3636,3,1,1,4
CUS04207,0,0.0,184,6,0.0,0,1,1,1
CUS04208,1,100.0,122,10,0.0909,1,1,1,1
CUS04209,5,293050.0,95,5,0.8333,3,0,0,4
CUS04210,1,2000.0,25,7,0.125,1,1,0,3
CUS04211,0,0.0,184,8,0.0,0,1,1,1
CUS04212,1,1200.0,129,2,0.3333,1,0,0,2
CUS04213,2,96300.0,32,2,0.6667,2,0,0,2
CUS04214,16,625150.0,7,6,2.2857,4,0,0,0
CUS04215,1,1050.0,92,4,0.2,1,1,1,1
CUS04216,0,0.0,184,1,0.0,0,0,0,2
CUS04217,0,0.0,184,2,0.0,0,0,0,2
CUS04218,3,104700.0,56,4,0.6,3,0,0,2
CUS04219,1,64400.0,58,5,0.1667,1,1,1,1
CUS04220,0,0.0,184,3,0.0,0,0,0,2
CUS04221,16,783050.0,26,4,3.2,4,0,0,0
CUS04222,0,0.0,184,9,0.0,0,1,0,3
CUS04223,0,0.0,184,4,0.0,0,1,1,1
CUS04224,6,127900.0,5,13,0.4286,2,1,0,4
CUS04225,5,203800.0,88,12,0.3846,3,1,0,4
CUS04226,2,91150.0,52,5,0.3333,2,0,0,2
CUS04227,0,0.0,184,2,0.0,0,1,0,3
CUS04228,0,0.0,184,9,0.0,0,1,1,1
CUS04229,0,0.0,184,2,0.0,0,0,0,2
CUS04230,13,606900.0,2,8,1.4444,4,0,0,0
CUS04231,0,0.0,184,2,0.0,0,0,0,2
CUS04232,10,214500.0,10,10,0.9091,3,0,0,4
CUS04233,0,0.0,184,2,0.0,0,0,0,2
CUS04234,0,0.0,184,8,0.0,0,1,1,1
CUS04235,9,324250.0,11,9,0.9,4,1,1,4
CUS04236,1,750.0,133,4,0.2,1,1,0,3
CUS04237,0,0.0,184,2,0.0,0,0,0,2
CUS04238,13,536050.0,31,7,1.625,4,0,0,0
CUS04239,0,0.0,184,1,0.0,0,0,0,2
CUS04240,9,450700.0,10,12,0.6923,3,0,0,4
CUS04241,1,84150.0,123,3,0.25,1,1,1,1
