loan_id,customer_id,loan_taken,loan_amount,loan_defaulted
LON02147,CUS02147,Yes,20000.0,Yes
LON02148,CUS02148,No,,
LON02149,CUS02149,No,,
LON02150,CUS02150,Yes,20000.0,No
LON02151,CUS02151,No,,
LON02152,CUS02152,No,,
LON02153,CUS02153,Yes,30000.0,No
LON02154,CUS02154,No,,
LON02155,CUS02155,No,,
LON02156,CUS02156,No,,
LON02157,CUS02157,No,,
LON02158,CUS02158,Yes,20000.0,Yes
LON02159,CUS02159,No,,
LON02160,CUS02160,No,,
LON02161,CUS02161,No,,
LON02162,CUS02162,Yes,20000.0,Yes
LON02163,CUS02163,No,,
LON02164,CUS02164,Yes,10000.0,No
LON02165,CUS02165,Yes,10000.0,Yes
LON02166,CUS02166,Yes,10000.0,Yes
LON02167,CUS02167,No,,
LON02168,CUS02168,Yes,10000.0,No
LON02169,CUS02169,No,,
LON02170,CUS02170,Yes,30000.0,No
LON02171,CUS02171,Yes,20000.0,No
LON02172,CUS02172,No,,
LON02173,CUS02173,Yes,20000.0,Yes
LON02174,CUS02174,Yes,20000.0,Yes
LON02175,CUS02175,No,,
LON02176,CUS02176,Yes,10000.0,No
LON02177,CUS02177,No,,
LON02178,CUS02178,Yes,10000.0,Yes
LON02179,CUS02179,Yes,10000.0,Yes
LON02180,CUS02180,No,,
LON02181,CUS02181,Yes,20000.0,Yes
LON02182,CUS02182,Yes,20000.0,No
LON02183,CUS02183,No,,
LON02184,CUS02184,Yes,10000.0,No
LON02185,CUS02185,No,,
LON02186,CUS02186,Yes,10000.0,No
LON02187,CUS02187,Yes,20000.0,No
LON02188,CUS02188,Yes,10000.0,No
LON02189,CUS02189,No,,
LON02190,CUS02190,No,,
LON02191,CUS02191,Yes,30000.0,No
LON02192,CUS02192,No,,
LON02193,CUS02193,Yes,40000.0,Yes
LON02194,CUS02194,No,,
LON02195,CUS02195,No,,
LON02196,CUS02196,No,,
LON02197,CUS02197,Yes,10000.0,Yes
LON02198,CUS02198,Yes,20000.0,No
LON02199,CUS02199,No,,
LON02200,CUS02200,Yes,30000.0,Yes
LON02201,CUS02201,Yes,10000.0,No
LON02202,CUS02202,Yes,10000.0,Yes
LON02203,CUS02203,No,,
LON02204,CUS02204,No,,
LON02205,CUS02205,No,,
LON02206,CUS02206,No,,
LON02207,CUS02207,No,,
LON02208,CUS02208,Yes,10000.0,Yes
LON02209,CUS02209,No,,
LON02210,CUS02210,No,,
LON02211,CUS02211,Yes,20000.0,Yes
LON02212,CUS02212,Yes,10000.0,No
LON02213,CUS02213,Yes,20000.0,Yes
LON02214,CUS02214,Yes,20000.0,Yes
LON02215,CUS02215,Yes,20000.0,No
LON02216,CUS02216,No,,
LON02217,CUS02217,No,,
LON02218,CUS02218,Yes,10000.0,Yes
LON02219,CUS02219,No,,
LON02220,CUS02220,No,,
LON02221,CUS02221,No,,
LON02222,CUS02222,No,,
LON02223,CUS02223,Yes,10000.0,No
LON02224,CUS02224,No,,
LON02225,CUS02225,Yes,30000.0,No
LON02226,CUS02226,Yes,20000.0,Yes
LON02227,CUS02227,Yes,10000.0,Yes
LON02228,CUS02228,No,,
LON02229,CUS02229,No,,
LON02230,CUS02230,Yes,30000.0,Yes
LON02231,CUS02231,Yes,10000.0,Yes
LON02232,CUS02232,Yes,40000.0,No
LON02233,CUS02233,Yes,20000.0,Yes
LON02234,CUS02234,Yes,10000.0,No
LON02235,CUS02235,No,,
LON02236,CUS02236,Yes,10000.0,No
LON02237,CUS02237,No,,
LON02238,CUS02238,No,,
LON02239,CUS02239,Yes,10000.0,No
LON02240,CUS02240,Yes,10000.0,Yes
LON02241,CUS02241,No,,
LON02242,CUS02242,Yes,10000.0,Yes
LON02243,CUS02243,Yes,20000.0,No
LON02244,CUS02244,No,,
LON02245,CUS02245,No,,
LON02246,CUS02246,Yes,30000.0,Yes
LON02247,CUS02247,No,,
LON02248,CUS02248,Yes,10000.0,No
LON02249,CUS02249,No,,
LON02250,CUS02250,Yes,30000.0,No
LON02251,CUS02251,No,,
LON02252,CUS02252,Yes,10000.0,Yes
LON02253,CUS02253,Yes,20000.0,No
LON02254,CUS02254,Yes,40000.0,Yes
LON02255,CUS02255,No,,
LON02256,CUS02256,Yes,20000.0,Yes
LON02257,CUS02257,Yes,50000.0,No
LON02258,CUS02258,Yes,20000.0,Yes
LON02259,CUS02259,No,,
LON02260,CUS02260,No,,
LON02261,CUS02261,Yes,20000.0,No
LON02262,CUS02262,Yes,10000.0,No
LON02263,CUS02263,Yes,10000.0,Yes
LON02264,CUS02264,Yes,20000.0,No
LON02265,CUS02265,No,,
LON02266,CUS02266,Yes,20000.0,No
LON02267,CUS02267,Yes,10000.0,No
LON02268,CUS02268,Yes,20000.0,Yes
LON02269,CUS02269,Yes,30000.0,No
LON02270,CUS02270,Yes,20000.0,No
LON02271,CUS02271,Yes,20000.0,Yes
LON02272,CUS02272,Yes,10000.0,Yes
LON02273,CUS02273,Yes,10000.0,No
LON02274,CUS02274,Yes,40000.0,Yes
LON02275,CUS02275,Yes,20000.0,No
LON02276,CUS02276,No,,
LON02277,CUS02277,No,,
LON02278,CUS02278,Yes,10000.0,No
LON02279,CUS02279,No,,
LON02280,CUS02280,Yes,40000.0,No
LON02281,CUS02281,No,,
LON02282,CUS02282,No,,
LON02283,CUS02283,No,,
LON02284,CUS02284,No,,
LON02285,CUS02285,Yes,20000.0,No
LON02286,CUS02286,Yes,20000.0,No
LON02287,CUS02287,Yes,10000.0,No
LON02288,CUS02288,Yes,20000.0,No
LON02289,CUS02289,No,,
LON02290,CUS02290,Yes,10000.0,Yes
LON02291,CUS02291,No,,
LON02292,CUS02292,No,,
LON02293,CUS02293,Yes,20000.0,Yes
LON02294,CUS02294,Yes,20000.0,Yes
LON02295,CUS02295,Yes,40000.0,Yes
LON02296,CUS02296,Yes,20000.0,Yes
LON02297,CUS02297,No,,
LON02298,CUS02298,Yes,20000.0,No
LON02299,CUS02299,No,,
LON02300,CUS02300,No,,
LON02301,CUS02301,Yes,20000.0,Yes
LON02302,CUS02302,Yes,10000.0,Yes
LON02303,CUS02303,No,,
LON02304,CUS02304,Yes,30000.0,Yes
LON02305,CUS02305,Yes,40000.0,Yes
LON02306,CUS02306,No,,
LON02307,CUS02307,No,,
LON02308,CUS02308,Yes,10000.0,No
LON02309,CUS02309,Yes,20000.0,No
LON02310,CUS02310,No,,
LON02311,CUS02311,Yes,40000.0,Yes
LON02312,CUS02312,Yes,10000.0,No
LON02313,CUS02313,Yes,40000.0,No
LON02314,CUS02314,Yes,20000.0,Yes
LON02315,CUS02315,No,,
LON02316,CUS02316,No,,
LON02317,CUS02317,No,,
LON02318,CUS02318,Yes,10000.0,Yes
LON02319,CUS02319,No,,
LON02320,CUS02320,Yes,10000.0,No
LON02321,CUS02321,Yes,10000.0,No
LON02322,CUS02322,Yes,10000.0,Yes
LON02323,CUS02323,Yes,10000.0,No
LON02324,CUS02324,Yes,30000.0,No
LON02325,CUS02325,Yes,10000.0,Yes
LON02326,CUS02326,Yes,20000.0,Yes
LON02327,CUS02327,No,,
LON02328,CUS02328,No,,
LON02329,CUS02329,Yes,20000.0,Yes
LON02330,CUS02330,No,,
LON02331,CUS02331,Yes,20000.0,Yes
LON02332,CUS02332,Yes,10000.0,No
LON02333,CUS02333,Yes,10000.0,Yes
LON02334,CUS02334,No,,
LON02335,CUS02335,Yes,20000.0,Yes
LON02336,CUS02336,Yes,20000.0,No
LON02337,CUS02337,No,,
LON02338,CUS02338,Yes,20000.0,Yes
LON02339,CUS02339,No,,
LON02340,CUS02340,Yes,30000.0,Yes
LON02341,CUS02341,Yes,10000.0,Yes
LON02342,CUS02342,No,,
LON02343,CUS02343,No,,
LON02344,CUS02344,Yes,20000.0,No
LON02345,CUS02345,Yes,40000.0,No
LON02346,CUS02346,Yes,20000.0,Yes
LON02347,CUS02347,Yes,20000.0,Yes
LON02348,CUS02348,Yes,30000.0,No
LON02349,CUS02349,Yes,20000.0,No
LON02350,CUS02350,No,,
LON02351,CUS02351,Yes,20000.0,No
LON02352,CUS02352,Yes,20000.0,No
LON02353,CUS02353,Yes,10000.0,Yes
LON02354,CUS02354,No,,
LON02355,CUS02355,No,,
LON02356,CUS02356,Yes,20000.0,No
LON02357,CUS02357,No,,
LON02358,CUS02358,Yes,10000.0,Yes
LON02359,CUS02359,No,,
LON02360,CUS02360,Yes,20000.0,Yes
LON02361,CUS02361,Yes,10000.0,Yes
LON02362,CUS02362,Yes,10000.0,Yes
LON02363,CUS02363,Yes,30000.0,No
LON02364,CUS02364,No,,
LON02365,CUS02365,No,,
LON02366,CUS02366,No,,
LON02367,CUS02367,Yes,10000.0,No
LON02368,CUS02368,Yes,10000.0,No
LON02369,CUS02369,No,,
LON02370,CUS02370,Yes,10000.0,Yes
LON02371,CUS02371,Yes,40000.0,No
LON02372,CUS02372,Yes,30000.0,No
LON02373,CUS02373,No,,
LON02374,CUS02374,No,,
LON02375,CUS02375,No,,
LON02376,CUS02376,Yes,10000.0,Yes
LON02377,CUS02377,Yes,10000.0,No
LON02378,CUS02378,No,,
LON02379,CUS02379,Yes,20000.0,No
LON02380,CUS02380,No,,
LON02381,CUS02381,Yes,40000.0,Yes
LON02382,CUS02382,Yes,10000.0,Yes
LON02383,CUS02383,No,,
LON02384,CUS02384,No,,
LON02385,CUS02385,Yes,20000.0,Yes
LON02386,CUS02386,Yes,20000.0,No
LON02387,CUS02387,No,,
LON02388,CUS02388,Yes,20000.0,No
LON02389,CUS02389,Yes,20000.0,No
LON02390,CUS02390,No,,
LON02391,CUS02391,Yes,10000.0,Yes
LON02392,CUS02392,No,,
LON02393,CUS02393,No,,
LON02394,CUS02394,Yes,10000.0,No
LON02395,CUS02395,Yes,40000.0,No
LON02396,CUS02396,No,,
LON02397,CUS02397,No,,
LON02398,CUS02398,Yes,30000.0,No
LON02399,CUS02399,No,,
LON02400,CUS02400,No,,
LON02401,CUS02401,Yes,20000.0,Yes
LON02402,CUS02402,Yes,20000.0,No
LON02403,CUS02403,Yes,10000.0,Yes
LON02404,CUS02404,No,,
LON02405,CUS02405,No,,
LON02406,CUS02406,No,,
LON02407,CUS02407,Yes,20000.0,No
LON02408,CUS02408,No,,
LON02409,CUS02409,Yes,20000.0,Yes
LON02410,CUS02410,Yes,20000.0,No
LON02411,CUS02411,Yes,10000.0,Yes
LON02412,CUS02412,Yes,20000.0,No
LON02413,CUS02413,Yes,20000.0,Yes
LON02414,CUS02414,Yes,30000.0,No
LON02415,CUS02415,Yes,40000.0,No
LON02416,CUS02416,Yes,20000.0,Yes
LON02417,CUS02417,No,,
LON02418,CUS02418,Yes,20000.0,No
LON02419,CUS02419,Yes,20000.0,Yes
LON02420,CUS02420,No,,
LON02421,CUS02421,Yes,30000.0,Yes
LON02422,CUS02422,No,,
LON02423,CUS02423,No,,
LON02424,CUS02424,Yes,20000.0,No
LON02425,CUS02425,Yes,20000.0,No
LON02426,CUS02426,No,,
LON02427,CUS02427,Yes,10000.0,No
LON02428,CUS02428,No,,
LON02429,CUS02429,Yes,20000.0,No
LON02430,CUS02430,No,,
LON02431,CUS02431,Yes,10000.0,Yes
LON02432,CUS02432,Yes,20000.0,Yes
LON02433,CUS02433,Yes,10000.0,Yes
LON02434,CUS02434,No,,
LON02435,CUS02435,Yes,20000.0,No
LON02436,CUS02436,Yes,10000.0,No
LON02437,CUS02437,Yes,10000.0,No
LON02438,CUS02438,Yes,30000.0,Yes
LON02439,CUS02439,Yes,20000.0,No
LON02440,CUS02440,Yes,30000.0,Yes
LON02441,CUS02441,Yes,10000.0,Yes
LON02442,CUS02442,No,,
LON02443,CUS02443,Yes,20000.0,No
LON02444,CUS02444,Yes,20000.0,Yes
LON02445,CUS02445,Yes,20000.0,No
LON02446,CUS02446,Yes,20000.0,No
LON02447,CUS02447,No,,
LON02448,CUS02448,No,,
LON02449,CUS02449,Yes,40000.0,Yes
LON02450,CUS02450,Yes,10000.0,Yes
LON02451,CUS02451,No,,
LON02452,CUS02452,Yes,10000.0,No
LON02453,CUS02453,Yes,30000.0,No
LON02454,CUS02454,No,,
LON02455,CUS02455,No,,
LON02456,CUS02456,Yes,20000.0,Yes
LON02457,CUS02457,No,,
LON02458,CUS02458,No,,
LON02459,CUS02459,No,,
LON02460,CUS02460,Yes,10000.0,Yes
LON02461,CUS02461,No,,
LON02462,CUS02462,Yes,20000.0,Yes
LON02463,CUS02463,No,,
LON02464,CUS02464,No,,
LON02465,CUS02465,No,,
LON02466,CUS02466,No,,
LON02467,CUS02467,Yes,30000.0,No
LON02468,CUS02468,Yes,10000.0,No
LON02469,CUS02469,Yes,10000.0,No
LON02470,CUS02470,No,,
LON02471,CUS02471,No,,
LON02472,CUS02472,No,,
LON02473,CUS02473,No,,
LON02474,CUS02474,Yes,10000.0,Yes
LON02475,CUS02475,No,,
LON02476,CUS02476,No,,
LON02477,CUS02477,No,,
LON02478,CUS02478,Yes,10000.0,No
LON02479,CUS02479,Yes,20000.0,No
LON02480,CUS02480,Yes,20000.0,No
LON02481,CUS02481,No,,
LON02482,CUS02482,No,,
LON02483,CUS02483,Yes,10000.0,Yes
LON02484,CUS02484,Yes,20000.0,No
LON02485,CUS02485,No,,
LON02486,CUS02486,No,,
LON02487,CUS02487,Yes,10000.0,No
LON02488,CUS02488,Yes,20000.0,Yes
LON02489,CUS02489,Yes,40000.0,No
LON02490,CUS02490,No,,
LON02491,CUS02491,Yes,10000.0,No
LON02492,CUS02492,No,,
LON02493,CUS02493,No,,
LON02494,CUS02494,Yes,30000.0,Yes
LON02495,CUS02495,Yes,30000.0,No
LON02496,CUS02496,No,,
LON02497,CUS02497,Yes,20000.0,No
LON02498,CUS02498,No,,
LON02499,CUS02499,Yes,10000.0,Yes
LON02500,CUS02500,Yes,30000.0,Yes
LON02501,CUS02501,No,,
LON02502,CUS02502,Yes,10000.0,No
LON02503,CUS02503,Yes,10000.0,Yes
LON02504,CUS02504,Yes,10000.0,No
LON02505,CUS02505,Yes,20000.0,No
LON02506,CUS02506,Yes,30000.0,No
LON02507,CUS02507,No,,
LON02508,CUS02508,No,,
LON02509,CUS02509,Yes,20000.0,Yes
LON02510,CUS02510,Yes,20000.0,Yes
LON02511,CUS02511,Yes,10000.0,No
LON02512,CUS02512,Yes,40000.0,Yes
LON02513,CUS02513,Yes,40000.0,Yes
LON02514,CUS02514,Yes,20000.0,No
LON02515,CUS02515,Yes,30000.0,Yes
LON02516,CUS02516,Yes,10000.0,No
LON02517,CUS02517,Yes,20000.0,Yes
LON02518,CUS02518,No,,
LON02519,CUS02519,Yes,40000.0,No
LON02520,CUS02520,No,,
LON02521,CUS02521,No,,
LON02522,CUS02522,Yes,20000.0,No
LON02523,CUS02523,Yes,40000.0,Yes
LON02524,CUS02524,No,,
LON02525,CUS02525,No,,
LON02526,CUS02526,Yes,20000.0,Yes
LON02527,CUS02527,No,,
LON02528,CUS02528,No,,
LON02529,CUS02529,Yes,10000.0,Yes
LON02530,CUS02530,No,,
LON02531,CUS02531,No,,
LON02532,CUS02532,Yes,20000.0,No
LON02533,CUS02533,Yes,30000.0,Yes
LON02534,CUS02534,No,,
LON02535,CUS02535,Yes,10000.0,Yes
LON02536,CUS02536,No,,
LON02537,CUS02537,Yes,20000.0,No
LON02538,CUS02538,Yes,30000.0,No
LON02539,CUS02539,Yes,40000.0,Yes
LON02540,CUS02540,Yes,10000.0,Yes
LON02541,CUS02541,No,,
LON02542,CUS02542,Yes,40000.0,No
LON02543,CUS02543,Yes,10000.0,No
LON02544,CUS02544,No,,
LON02545,CUS02545,Yes,20000.0,No
LON02546,CUS02546,No,,
LON02547,CUS02547,Yes,20000.0,No
LON02548,CUS02548,No,,
LON02549,CUS02549,Yes,20000.0,No
LON02550,CUS02550,Yes,20000.0,No
LON02551,CUS02551,No,,
LON02552,CUS02552,Yes,20000.0,No
LON02553,CUS02553,Yes,10000.0,Yes
LON02554,CUS02554,Yes,10000.0,No
LON02555,CUS02555,Yes,30000.0,No
LON02556,CUS02556,Yes,10000.0,No
LON02557,CUS02557,Yes,10000.0,Yes
LON02558,CUS02558,No,,
LON02559,CUS02559,Yes,30000.0,Yes
LON02560,CUS02560,Yes,10000.0,Yes
LON02561,CUS02561,No,,
LON02562,CUS02562,No,,
LON02563,CUS02563,No,,
LON02564,CUS02564,No,,
LON02565,CUS02565,No,,
LON02566,CUS02566,Yes,30000.0,Yes
LON02567,CUS02567,Yes,20000.0,Yes
LON02568,CUS02568,No,,
LON02569,CUS02569,No,,
LON02570,CUS02570,No,,
LON02571,CUS02571,No,,
LON02572,CUS02572,Yes,10000.0,No
LON02573,CUS02573,No,,
LON02574,CUS02574,No,,
LON02575,CUS02575,No,,
LON02576,CUS02576,Yes,20000.0,No
LON02577,CUS02577,Yes,20000.0,No
LON02578,CUS02578,No,,
LON02579,CUS02579,No,,
LON02580,CUS02580,Yes,20000.0,Yes
LON02581,CUS02581,Yes,10000.0,Yes
LON02582,CUS02582,Yes,40000.0,No
LON02583,CUS02583,Yes,20000.0,Yes
LON02584,CUS02584,Yes,40000.0,Yes
LON02585,CUS02585,No,,
LON02586,CUS02586,Yes,10000.0,No
LON02587,CUS02587,Yes,30000.0,Yes
LON02588,CUS02588,Yes,20000.0,Yes
LON02589,CUS02589,No,,
LON02590,CUS02590,No,,
LON02591,CUS02591,Yes,40000.0,No
LON02592,CUS02592,No,,
LON02593,CUS02593,Yes,40000.0,No
LON02594,CUS02594,No,,
LON02595,CUS02595,No,,
LON02596,CUS02596,No,,
LON02597,CUS02597,No,,
LON02598,CUS02598,Yes,40000.0,No
LON02599,CUS02599,Yes,10000.0,No
LON02600,CUS02600,Yes,40000.0,No
LON02601,CUS02601,Yes,10000.0,Yes
LON02602,CUS02602,Yes,40000.0,No
LON02603,CUS02603,No,,
LON02604,CUS02604,No,,
LON02605,CUS02605,No,,
LON02606,CUS02606,No,,
LON02607,CUS02607,No,,
LON02608,CUS02608,No,,
LON02609,CUS02609,Yes,10000.0,No
LON02610,CUS02610,Yes,20000.0,No
LON02611,CUS02611,No,,
LON02612,CUS02612,Yes,20000.0,No
LON02613,CUS02613,Yes,10000.0,No
LON02614,CUS02614,No,,
LON02615,CUS02615,No,,
LON02616,CUS02616,No,,
LON02617,CUS02617,Yes,20000.0,Yes
LON02618,CUS02618,Yes,30000.0,No
LON02619,CUS02619,No,,
LON02620,CUS02620,Yes,20000.0,Yes
LON02621,CUS02621,Yes,10000.0,Yes
LON02622,CUS02622,No,,
LON02623,CUS02623,Yes,20000.0,Yes
LON02624,CUS02624,No,,
LON02625,CUS02625,No,,
LON02626,CUS02626,No,,
LON02627,CUS02627,No,,
LON02628,CUS02628,No,,
LON02629,CUS02629,No,,
LON02630,CUS02630,Yes,10000.0,Yes
LON02631,CUS02631,Yes,10000.0,No
LON02632,CUS02632,No,,
LON02633,CUS02633,No,,
LON02634,CUS02634,Yes,10000.0,No
LON02635,CUS02635,No,,
LON02636,CUS02636,Yes,40000.0,Yes
LON02637,CUS02637,Yes,20000.0,Yes
LON02638,CUS02638,No,,
LON02639,CUS02639,No,,
LON02640,CUS02640,Yes,10000.0,No
LON02641,CUS02641,No,,
LON02642,CUS02642,No,,
LON02643,CUS02643,No,,
LON02644,CUS02644,Yes,20000.0,No
LON02645,CUS02645,Yes,20000.0,Yes
LON02646,CUS02646,Yes,20000.0,No
LON02647,CUS02647,Yes,20000.0,Yes
LON02648,CUS02648,No,,
LON02649,CUS02649,No,,
LON02650,CUS02650,No,,
LON02651,CUS02651,No,,
LON02652,CUS02652,Yes,10000.0,Yes
LON02653,CUS02653,Yes,10000.0,No
LON02654,CUS02654,Yes,20000.0,Yes
LON02655,CUS02655,No,,
LON02656,CUS02656,No,,
LON02657,CUS02657,Yes,10000.0,No
LON02658,CUS02658,No,,
LON02659,CUS02659,Yes,40000.0,Yes
LON02660,CUS02660,Yes,10000.0,No
LON02661,CUS02661,No,,
LON02662,CUS02662,Yes,10000.0,Yes
LON02663,CUS02663,Yes,10000.0,No
LON02664,CUS02664,No,,
LON02665,CUS02665,Yes,20000.0,Yes
LON02666,CUS02666,No,,
LON02667,CUS02667,No,,
LON02668,CUS02668,Yes,10000.0,No
LON02669,CUS02669,Yes,10000.0,No
LON02670,CUS02670,No,,
LON02671,CUS02671,Yes,20000.0,No
LON02672,CUS02672,Yes,10000.0,Yes
LON02673,CUS02673,Yes,20000.0,Yes
LON02674,CUS02674,Yes,20000.0,Yes
LON02675,CUS02675,Yes,30000.0,Yes
LON02676,CUS02676,Yes,10000.0,Yes
LON02677,CUS02677,Yes,10000.0,No
LON02678,CUS02678,No,,
LON02679,CUS02679,No,,
LON02680,CUS02680,Yes,20000.0,Yes
LON02681,CUS02681,Yes,30000.0,Yes
LON02682,CUS02682,Yes,10000.0,No
LON02683,CUS02683,No,,
LON02684,CUS02684,No,,
LON02685,CUS02685,No,,
LON02686,CUS02686,Yes,10000.0,No
LON02687,CUS02687,No,,
LON02688,CUS02688,Yes,30000.0,No
LON02689,CUS02689,No,,
LON02690,CUS02690,No,,
LON02691,CUS02691,Yes,20000.0,No
LON02692,CUS02692,Yes,20000.0,Yes
LON02693,CUS02693,Yes,20000.0,No
LON02694,CUS02694,Yes,10000.0,Yes
LON02695,CUS02695,Yes,10000.0,No
LON02696,CUS02696,Yes,10000.0,No
LON02697,CUS02697,Yes,20000.0,Yes
LON02698,CUS02698,No,,
LON02699,CUS02699,No,,
LON02700,CUS02700,No,,
LON02701,CUS02701,No,,
LON02702,CUS02702,No,,
LON02703,CUS02703,Yes,40000.0,Yes
LON02704,CUS02704,No,,
LON02705,CUS02705,Yes,40000.0,Yes
LON02706,CUS02706,No,,
LON02707,CUS02707,Yes,10000.0,No
LON02708,CUS02708,No,,
LON02709,CUS02709,No,,
LON02710,CUS02710,Yes,10000.0,Yes
LON02711,CUS02711,Yes,40000.0,Yes
LON02712,CUS02712,Yes,10000.0,Yes
LON02713,CUS02713,Yes,10000.0,Yes
LON02714,CUS02714,Yes,10000.0,No
LON02715,CUS02715,Yes,20000.0,Yes
LON02716,CUS02716,No,,
LON02717,CUS02717,No,,
LON02718,CUS02718,Yes,10000.0,No
LON02719,CUS02719,Yes,10000.0,Yes
LON02720,CUS02720,Yes,20000.0,Yes
LON02721,CUS02721,No,,
LON02722,CUS02722,Yes,20000.0,Yes
LON02723,CUS02723,Yes,10000.0,Yes
LON02724,CUS02724,No,,
LON02725,CUS02725,No,,
LON02726,CUS02726,Yes,40000.0,No
LON02727,CUS02727,No,,
LON02728,CUS02728,Yes,20000.0,Yes
LON02729,CUS02729,No,,
LON02730,CUS02730,Yes,20000.0,Yes
LON02731,CUS02731,No,,
LON02732,CUS02732,Yes,20000.0,Yes
LON02733,CUS02733,Yes,30000.0,No
LON02734,CUS02734,No,,
LON02735,CUS02735,Yes,20000.0,Yes
LON02736,CUS02736,Yes,30000.0,No
LON02737,CUS02737,No,,
LON02738,CUS02738,No,,
LON02739,CUS02739,Yes,20000.0,Yes
LON02740,CUS02740,No,,
LON02741,CUS02741,Yes,10000.0,No
LON02742,CUS02742,No,,
LON02743,CUS02743,Yes,10000.0,Yes
LON02744,CUS02744,Yes,10000.0,Yes
LON02745,CUS02745,Yes,20000.0,Yes
LON02746,CUS02746,No,,
LON02747,CUS02747,No,,
LON02748,CUS02748,Yes,30000.0,Yes
LON02749,CUS02749,Yes,20000.0,Yes
LON02750,CUS02750,No,,
LON02751,CUS02751,No,,
LON02752,CUS02752,No,,
LON02753,CUS02753,Yes,20000.0,No
LON02754,CUS02754,Yes,10000.0,Yes
LON02755,CUS02755,Yes,20000.0,Yes
LON02756,CUS02756,Yes,10000.0,No
LON02757,CUS02757,Yes,10000.0,No
LON02758,CUS02758,Yes,20000.0,No
LON02759,CUS02759,Yes,20000.0,No
LON02760,CUS02760,No,,
LON02761,CUS02761,Yes,30000.0,No
LON02762,CUS02762,Yes,10000.0,Yes
LON02763,CUS02763,Yes,40000.0,Yes
LON02764,CUS02764,No,,
LON02765,CUS02765,No,,
LON02766,CUS02766,No,,
LON02767,CUS02767,No,,
LON02768,CUS02768,No,,
LON02769,CUS02769,Yes,10000.0,No
LON02770,CUS02770,No,,
LON02771,CUS02771,Yes,20000.0,Yes
LON02772,CUS02772,Yes,20000.0,Yes
LON02773,CUS02773,Yes,10000.0,No
LON02774,CUS02774,Yes,10000.0,No
LON02775,CUS02775,Yes,20000.0,No
LON02776,CUS02776,Yes,20000.0,No
LON02777,CUS02777,Yes,10000.0,No
LON02778,CUS02778,Yes,10000.0,No
LON02779,CUS02779,Yes,30000.0,No
LON02780,CUS02780,Yes,40000.0,Yes
LON02781,CUS02781,Yes,40000.0,Yes
LON02782,CUS02782,Yes,20000.0,No
LON02783,CUS02783,No,,
LON02784,CUS02784,Yes,50000.0,No
LON02785,CUS02785,Yes,20000.0,No
LON02786,CUS02786,Yes,20000.0,Yes
LON02787,CUS02787,No,,
LON02788,CUS02788,Yes,30000.0,Yes
LON02789,CUS02789,Yes,40000.0,No
LON02790,CUS02790,No,,
LON02791,CUS02791,No,,
LON02792,CUS02792,No,,
LON02793,CUS02793,Yes,10000.0,Yes
LON02794,CUS02794,No,,
LON02795,CUS02795,Yes,40000.0,Yes
LON02796,CUS02796,Yes,20000.0,Yes
LON02797,CUS02797,Yes,10000.0,Yes
LON02798,CUS02798,No,,
LON02799,CUS02799,Yes,10000.0,Yes
LON02800,CUS02800,Yes,20000.0,Yes
LON02801,CUS02801,No,,
LON02802,CUS02802,No,,
LON02803,CUS02803,Yes,10000.0,No
LON02804,CUS02804,No,,
LON02805,CUS02805,Yes,20000.0,Yes
LON02806,CUS02806,No,,
LON02807,CUS02807,No,,
LON02808,CUS02808,Yes,20000.0,Yes
LON02809,CUS02809,No,,
LON02810,CUS02810,Yes,20000.0,Yes
LON02811,CUS02811,No,,
LON02812,CUS02812,Yes,10000.0,No
LON02813,CUS02813,No,,
LON02814,CUS02814,No,,
LON02815,CUS02815,Yes,20000.0,Yes
LON02816,CUS02816,No,,
LON02817,CUS02817,No,,
LON02818,CUS02818,Yes,40000.0,No
LON02819,CUS02819,Yes,10000.0,No
LON02820,CUS02820,No,,
LON02821,CUS02821,Yes,30000.0,No
LON02822,CUS02822,Yes,20000.0,No
LON02823,CUS02823,No,,
LON02824,CUS02824,Yes,20000.0,Yes
LON02825,CUS02825,Yes,10000.0,Yes
LON02826,CUS02826,No,,
LON02827,CUS02827,No,,
LON02828,CUS02828,Yes,20000.0,Yes
LON02829,CUS02829,Yes,20000.0,No
LON02830,CUS02830,No,,
LON02831,CUS02831,No,,
LON02832,CUS02832,No,,
LON02833,CUS02833,Yes,20000.0,Yes
LON02834,CUS02834,No,,
LON02835,CUS02835,Yes,20000.0,Yes
LON02836,CUS02836,Yes,20000.0,Yes
LON02837,CUS02837,No,,
LON02838,CUS02838,No,,
LON02839,CUS02839,Yes,10000.0,No
LON02840,CUS02840,Yes,10000.0,Yes
LON02841,CUS02841,No,,
LON02842,CUS02842,Yes,10000.0,No
LON02843,CUS02843,No,,
LON02844,CUS02844,No,,
LON02845,CUS02845,No,,
LON02846,CUS02846,No,,
LON02847,CUS02847,No,,
LON02848,CUS02848,No,,
LON02849,CUS02849,No,,
LON02850,CUS02850,Yes,40000.0,No
LON02851,CUS02851,Yes,10000.0,No
LON02852,CUS02852,Yes,20000.0,No
LON02853,CUS02853,Yes,20000.0,Yes
LON02854,CUS02854,No,,
LON02855,CUS02855,No,,
LON02856,CUS02856,Yes,10000.0,No
LON02857,CUS02857,Yes,10000.0,No
LON02858,CUS02858,Yes,20000.0,Yes
LON02859,CUS02859,No,,
LON02860,CUS02860,No,,
LON02861,CUS02861,Yes,10000.0,Yes
LON02862,CUS02862,No,,
