customer_id,account_open_date,acquisition_channel,kyc_level,location
CUS03840,2022-03-07,Loan Campaign,Tier 1,Plateau
CUS03841,2022-06-20,Referral,Tier 2,Plateau
CUS03842,2022-03-16,Loan Campaign,Tier 1,Lagos
CUS03843,2022-03-18,Ads,Tier 2,Lagos
CUS03844,2022-06-16,Loan Campaign,Tier 1,Kaduna
CUS03845,2022-01-28,Ads,Tier 1,Lagos
CUS03846,2022-02-07,Loan Campaign,Tier 1,Kaduna
CUS03847,2022-02-06,Loan Campaign,Tier 2,Plateau
CUS03848,2022-01-21,Loan Campaign,Tier 1,Plateau
CUS03849,2022-06-09,Referral,Tier 2,Lagos
CUS03850,2022-01-28,Ads,Tier 2,Lagos
CUS03851,2022-03-05,Referral,Tier 2,Lagos
CUS03852,2022-01-26,Agent Network,Tier 1,Lagos
CUS03853,2022-03-14,Loan Campaign,Tier 1,Lagos
CUS03854,2022-01-11,Ads,Tier 1,Lagos
CUS03855,2022-01-23,Ads,Tier 1,Lagos
CUS03856,2022-01-12,Direct,Tier 3,Plateau
CUS03857,2022-02-11,Loan Campaign,Tier 1,Lagos
CUS03858,2022-01-28,Loan Campaign,Tier 1,Lagos
CUS03859,2022-01-31,Loan Campaign,Tier 1,Plateau
CUS03860,2022-01-07,Agent Network,Tier 1,Lagos
CUS03861,2022-06-26,Direct,Tier 2,Lagos
CUS03862,2022-03-29,Ads,Tier 1,Kaduna
CUS03863,2022-01-07,Loan Campaign,Tier 1,Lagos
CUS03864,2022-03-09,Ads,Tier 1,Lagos
CUS03865,2022-01-24,Loan Campaign,Tier 1,Plateau
CUS03866,2022-03-20,Loan Campaign,Tier 1,Lagos
CUS03867,2022-02-23,Loan Campaign,Tier 1,Plateau
CUS03868,2022-01-08,Loan Campaign,Tier 1,Plateau
CUS03869,2022-03-22,Loan Campaign,Tier 1,Lagos
CUS03870,2022-05-29,Loan Campaign,Tier 3,Lagos
CUS03871,2022-04-16,Loan Campaign,Tier 1,Plateau
CUS03872,2022-03-28,Referral,Tier 2,Lagos
CUS03873,2022-01-22,Ads,Tier 2,Lagos
CUS03874,2022-02-19,Loan Campaign,Tier 1,Lagos
CUS03875,2022-02-14,Loan Campaign,Tier 1,Lagos
CUS03876,2022-03-26,Loan Campaign,Tier 1,Kaduna
CUS03877,2022-04-06,Agent Network,Tier 1,Plateau
CUS03878,2022-03-10,Loan Campaign,Tier 1,Lagos
CUS03879,2022-03-09,Referral,Tier 2,Lagos
CUS03880,2022-04-26,Ads,Tier 1,Lagos
CUS03881,2022-01-01,Loan Campaign,Tier 1,Kaduna
CUS03882,2022-05-31,Agent Network,Tier 2,Lagos
CUS03883,2022-06-28,Ads,Tier 1,Plateau
CUS03884,2022-03-26,Agent Network,Tier 1,Lagos
CUS03885,2022-01-24,Loan Campaign,Tier 2,Kaduna
CUS03886,2022-01-06,Loan Campaign,Tier 1,Lagos
CUS03887,2022-02-02,Loan Campaign,Tier 1,Plateau
CUS03888,2022-02-27,Ads,Tier 2,Lagos
CUS03889,2022-01-08,Loan Campaign,Tier 1,Lagos
CUS03890,2022-04-18,Loan Campaign,Tier 2,Lagos
CUS03891,2022-03-06,Loan Campaign,Tier 1,Plateau
CUS03892,2022-03-01,Loan Campaign,Tier 2,Lagos
CUS03893,2022-06-09,Ads,Tier 1,Plateau
CUS03894,2022-04-06,Referral,Tier 2,Lagos
CUS03895,2022-02-27,Ads,Tier 2,Lagos
CUS03896,2022-04-28,Referral,Tier 2,Lagos
CUS03897,2022-01-20,Ads,Tier 1,Lagos
CUS03898,2022-04-05,Referral,Tier 1,Lagos
CUS03899,2022-05-29,Ads,Tier 1,Lagos
CUS03900,2022-04-11,Loan Campaign,Tier 2,Lagos
CUS03901,2022-06-27,Referral,Tier 3,Lagos
CUS03902,2022-03-11,Loan Campaign,Tier 1,Kaduna
CUS03903,2022-05-09,Agent Network,Tier 1,Lagos
CUS03904,2022-02-14,Loan Campaign,Tier 1,Lagos
CUS03905,2022-01-16,Loan Campaign,Tier 2,Plateau
CUS03906,2022-01-19,Ads,Tier 2,Lagos
CUS03907,2022-05-26,Ads,Tier 3,Lagos
CUS03908,2022-06-01,Referral,Tier 3,Kaduna
CUS03909,2022-01-17,Ads,Tier 1,Plateau
CUS03910,2022-05-02,Referral,Tier 2,Kaduna
CUS03911,2022-06-08,Loan Campaign,Tier 3,Kaduna
CUS03912,2022-01-14,Loan Campaign,Tier 1,Lagos
CUS03913,2022-03-11,Loan Campaign,Tier 2,Plateau
CUS03914,2022-02-12,Loan Campaign,Tier 1,Kaduna
CUS03915,2022-01-12,Loan Campaign,Tier 2,Lagos
CUS03916,2022-03-04,Ads,Tier 1,Plateau
CUS03917,2022-01-19,Ads,Tier 2,Lagos
CUS03918,2022-01-18,Ads,Tier 3,Lagos
CUS03919,2022-03-28,Ads,Tier 2,Plateau
CUS03920,2022-01-17,Ads,Tier 2,Kaduna
CUS03921,2022-03-12,Ads,Tier 2,Kaduna
CUS03922,2022-06-14,Direct,Tier 3,Lagos
CUS03923,2022-02-27,Loan Campaign,Tier 1,Plateau
CUS03924,2022-03-18,Loan Campaign,Tier 2,Lagos
CUS03925,2022-01-09,Ads,Tier 2,Lagos
CUS03926,2022-03-28,Loan Campaign,Tier 1,Plateau
CUS03927,2022-06-01,Ads,Tier 3,Lagos
CUS03928,2022-06-21,Ads,Tier 2,Plateau
CUS03929,2022-03-01,Ads,Tier 1,Lagos
CUS03930,2022-04-29,Ads,Tier 1,Lagos
CUS03931,2022-01-30,Loan Campaign,Tier 3,Lagos
CUS03932,2022-01-20,Direct,Tier 2,Lagos
CUS03933,2022-04-23,Ads,Tier 1,Lagos
CUS03934,2022-01-01,Referral,Tier 2,Lagos
CUS03935,2022-05-16,Referral,Tier 2,Lagos
CUS03936,2022-01-27,Ads,Tier 1,Lagos
CUS03937,2022-05-27,Direct,Tier 1,Lagos
CUS03938,2022-01-03,Loan Campaign,Tier 1,Lagos
CUS03939,2022-03-22,Loan Campaign,Tier 2,Kaduna
CUS03940,2022-02-18,Agent Network,Tier 1,Kaduna
CUS03941,2022-05-19,Ads,Tier 1,Lagos
CUS03942,2022-03-21,Loan Campaign,Tier 2,Lagos
CUS03943,2022-03-31,Loan Campaign,Tier 1,Lagos
CUS03944,2022-02-02,Loan Campaign,Tier 1,Lagos
CUS03945,2022-05-26,Agent Network,Tier 1,Lagos
CUS03946,2022-01-10,Ads,Tier 1,Plateau
CUS03947,2022-05-16,Ads,Tier 1,Lagos
CUS03948,2022-03-20,Referral,Tier 2,Plateau
CUS03949,2022-06-27,Referral,Tier 1,Plateau
CUS03950,2022-01-26,Loan Campaign,Tier 2,Lagos
CUS03951,2022-01-01,Referral,Tier 1,Plateau
CUS03952,2022-01-27,Loan Campaign,Tier 1,Lagos
CUS03953,2022-01-21,Loan Campaign,Tier 2,Lagos
CUS03954,2022-05-02,Referral,Tier 1,Lagos
CUS03955,2022-04-15,Ads,Tier 2,Plateau
CUS03956,2022-05-16,Ads,Tier 3,Lagos
CUS03957,2022-03-16,Direct,Tier 1,Plateau
CUS03958,2022-03-05,Ads,Tier 2,Lagos
CUS03959,2022-03-06,Loan Campaign,Tier 1,Lagos
CUS03960,2022-02-28,Loan Campaign,Tier 1,Plateau
CUS03961,2022-03-12,Agent Network,Tier 2,Kaduna
CUS03962,2022-01-09,Ads,Tier 1,Lagos
CUS03963,2022-03-08,Loan Campaign,Tier 1,Plateau
CUS03964,2022-05-30,Referral,Tier 3,Lagos
CUS03965,2022-02-09,Loan Campaign,Tier 1,Lagos
CUS03966,2022-02-06,Loan Campaign,Tier 1,Lagos
CUS03967,2022-02-27,Loan Campaign,Tier 1,Lagos
CUS03968,2022-02-18,Ads,Tier 1,Lagos
CUS03969,2022-03-14,Referral,Tier 2,Plateau
CUS03970,2022-04-19,Loan Campaign,Tier 1,Lagos
CUS03971,2022-03-05,Ads,Tier 2,Lagos
CUS03972,2022-06-30,Ads,Tier 1,Lagos
CUS03973,2022-05-27,Ads,Tier 2,Lagos
CUS03974,2022-02-13,Loan Campaign,Tier 1,Kaduna
CUS03975,2022-02-19,Loan Campaign,Tier 1,Lagos
CUS03976,2022-03-13,Ads,Tier 1,Kaduna
CUS03977,2022-06-15,Loan Campaign,Tier 1,Plateau
CUS03978,2022-01-29,Loan Campaign,Tier 1,Lagos
CUS03979,2022-03-01,Loan Campaign,Tier 1,Kaduna
CUS03980,2022-03-07,Ads,Tier 1,Kaduna
CUS03981,2022-01-15,Loan Campaign,Tier 1,Kaduna
CUS03982,2022-03-25,Ads,Tier 2,Plateau
CUS03983,2022-01-14,Loan Campaign,Tier 2,Lagos
CUS03984,2022-01-08,Loan Campaign,Tier 1,Plateau
CUS03985,2022-02-06,Loan Campaign,Tier 2,Plateau
CUS03986,2022-01-12,Referral,Tier 3,Lagos
CUS03987,2022-04-11,Ads,Tier 3,Plateau
CUS03988,2022-01-25,Ads,Tier 1,Lagos
CUS03989,2022-03-11,Direct,Tier 2,Kaduna
CUS03990,2022-01-14,Ads,Tier 1,Kaduna
CUS03991,2022-03-24,Referral,Tier 2,Plateau
CUS03992,2022-01-11,Ads,Tier 1,Lagos
CUS03993,2022-04-03,Ads,Tier 1,Lagos
CUS03994,2022-05-22,Direct,Tier 3,Lagos
CUS03995,2022-06-09,Ads,Tier 2,Lagos
CUS03996,2022-02-19,Loan Campaign,Tier 1,Lagos
CUS03997,2022-05-15,Referral,Tier 3,Lagos
CUS03998,2022-03-19,Loan Campaign,Tier 1,Lagos
CUS03999,2022-02-19,Agent Network,Tier 1,Lagos
CUS04000,2022-05-24,Loan Campaign,Tier 2,Plateau
CUS04001,2022-01-14,Loan Campaign,Tier 1,Kaduna
CUS04002,2022-02-25,Direct,Tier 1,Plateau
CUS04003,2022-06-08,Referral,Tier 2,Lagos
CUS04004,2022-05-29,Agent Network,Tier 1,Plateau
CUS04005,2022-05-12,Ads,Tier 2,Lagos
CUS04006,2022-03-26,Ads,Tier 2,Lagos
CUS04007,2022-02-16,Loan Campaign,Tier 2,Lagos
CUS04008,2022-06-05,Loan Campaign,Tier 3,Kaduna
CUS04009,2022-02-19,Ads,Tier 2,Lagos
CUS04010,2022-03-01,Loan Campaign,Tier 1,Plateau
CUS04011,2022-01-29,Ads,Tier 2,Lagos
CUS04012,2022-01-30,Loan Campaign,Tier 1,Kaduna
CUS04013,2022-06-02,Loan Campaign,Tier 2,Lagos
CUS04014,2022-03-26,Ads,Tier 1,Lagos
CUS04015,2022-03-29,Loan Campaign,Tier 1,Lagos
CUS04016,2022-01-25,Loan Campaign,Tier 2,Kaduna
CUS04017,2022-02-11,Loan Campaign,Tier 2,Lagos
CUS04018,2022-03-12,Referral,Tier 1,Lagos
CUS04019,2022-03-29,Ads,Tier 3,Lagos
CUS04020,2022-05-07,Ads,Tier 3,Lagos
CUS04021,2022-01-24,Referral,Tier 3,Lagos
CUS04022,2022-05-09,Ads,Tier 3,Plateau
CUS04023,2022-03-24,Ads,Tier 3,Lagos
CUS04024,2022-03-28,Loan Campaign,Tier 1,Kaduna
CUS04025,2022-02-26,Loan Campaign,Tier 1,Lagos
CUS04026,2022-05-13,Agent Network,Tier 1,Lagos
CUS04027,2022-01-09,Ads,Tier 2,Lagos
CUS04028,2022-03-29,Loan Campaign,Tier 2,Lagos
CUS04029,2022-02-01,Ads,Tier 2,Lagos
CUS04030,2022-01-30,Agent Network,Tier 2,Plateau
CUS04031,2022-03-18,Loan Campaign,Tier 2,Kaduna
CUS04032,2022-04-10,Loan Campaign,Tier 2,Lagos
CUS04033,2022-03-21,Loan Campaign,Tier 1,Lagos
CUS04034,2022-01-01,Loan Campaign,Tier 1,Plateau
CUS04035,2022-03-26,Ads,Tier 1,Lagos
CUS04036,2022-03-23,Ads,Tier 2,Lagos
CUS04037,2022-01-09,Loan Campaign,Tier 1,Lagos
CUS04038,2022-02-26,Agent Network,Tier 2,Lagos
CUS04039,2022-06-30,Direct,Tier 3,Lagos
CUS04040,2022-04-25,Direct,Tier 1,Plateau
CUS04041,2022-03-18,Loan Campaign,Tier 1,Lagos
CUS04042,2022-04-25,Ads,Tier 1,Lagos
CUS04043,2022-03-17,Loan Campaign,Tier 1,Plateau
CUS04044,2022-02-05,Loan Campaign,Tier 2,Plateau
CUS04045,2022-02-01,Ads,Tier 1,Plateau
CUS04046,2022-03-29,Loan Campaign,Tier 1,Lagos
CUS04047,2022-03-17,Ads,Tier 1,Lagos
CUS04048,2022-03-04,Ads,Tier 1,Lagos
CUS04049,2022-01-09,Loan Campaign,Tier 1,Lagos
CUS04050,2022-03-04,Loan Campaign,Tier 3,Lagos
CUS04051,2022-04-25,Agent Network,Tier 1,Lagos
CUS04052,2022-03-13,Ads,Tier 2,Lagos
CUS04053,2022-02-27,Referral,Tier 2,Lagos
CUS04054,2022-04-20,Loan Campaign,Tier 1,Lagos
CUS04055,2022-06-02,Referral,Tier 3,Lagos
CUS04056,2022-04-18,Referral,Tier 1,Lagos
CUS04057,2022-05-09,Referral,Tier 1,Lagos
CUS04058,2022-04-25,Ads,Tier 2,Lagos
CUS04059,2022-04-21,Ads,Tier 1,Lagos
CUS04060,2022-01-25,Referral,Tier 2,Lagos
CUS04061,2022-05-29,Ads,Tier 1,Plateau
CUS04062,2022-04-23,Ads,Tier 2,Lagos
CUS04063,2022-01-08,Loan Campaign,Tier 2,Lagos
CUS04064,2022-01-08,Ads,Tier 1,Lagos
CUS04065,2022-01-12,Ads,Tier 1,Lagos
CUS04066,2022-05-11,Loan Campaign,Tier 1,Lagos
CUS04067,2022-02-05,Loan Campaign,Tier 1,Lagos
CUS04068,2022-05-06,Loan Campaign,Tier 1,Lagos
CUS04069,2022-04-25,Direct,Tier 2,Lagos
CUS04070,2022-01-14,Ads,Tier 1,Lagos
CUS04071,2022-01-06,Loan Campaign,Tier 2,Plateau
CUS04072,2022-01-13,Loan Campaign,Tier 2,Lagos
CUS04073,2022-02-17,Loan Campaign,Tier 1,Lagos
CUS04074,2022-01-01,Referral,Tier 2,Lagos
CUS04075,2022-04-07,Agent Network,Tier 2,Lagos
CUS04076,2022-01-10,Loan Campaign,Tier 1,Lagos
CUS04077,2022-03-08,Ads,Tier 1,Kaduna
CUS04078,2022-02-11,Loan Campaign,Tier 2,Plateau
CUS04079,2022-02-04,Referral,Tier 2,Kaduna
CUS04080,2022-06-22,Ads,Tier 2,Lagos
CUS04081,2022-02-20,Loan Campaign,Tier 1,Plateau
CUS04082,2022-02-16,Agent Network,Tier 1,Kaduna
CUS04083,2022-02-22,Loan Campaign,Tier 1,Lagos
CUS04084,2022-02-04,Loan Campaign,Tier 1,Lagos
CUS04085,2022-01-01,Referral,Tier 2,Plateau
CUS04086,2022-01-22,Loan Campaign,Tier 1,Lagos
CUS04087,2022-05-26,Loan Campaign,Tier 2,Lagos
CUS04088,2022-06-04,Ads,Tier 1,Plateau
CUS04089,2022-01-05,Loan Campaign,Tier 1,Lagos
CUS04090,2022-03-02,Referral,Tier 1,Lagos
CUS04091,2022-06-25,Referral,Tier 1,Kaduna
CUS04092,2022-03-02,Ads,Tier 3,Lagos
CUS04093,2022-03-20,Loan Campaign,Tier 2,Lagos
CUS04094,2022-04-18,Referral,Tier 2,Kaduna
CUS04095,2022-01-26,Referral,Tier 2,Lagos
CUS04096,2022-01-23,Ads,Tier 1,Kaduna
CUS04097,2022-04-10,Agent Network,Tier 1,Lagos
CUS04098,2022-02-22,Loan Campaign,Tier 1,Kaduna
CUS04099,2022-01-14,Agent Network,Tier 1,Lagos
CUS04100,2022-03-17,Ads,Tier 1,Plateau
CUS04101,2022-03-28,Loan Campaign,Tier 1,Kaduna
CUS04102,2022-05-22,Ads,Tier 1,Lagos
CUS04103,2022-06-09,Agent Network,Tier 1,Kaduna
CUS04104,2022-02-21,Loan Campaign,Tier 1,Kaduna
CUS04105,2022-03-26,Loan Campaign,Tier 1,Lagos
CUS04106,2022-02-12,Ads,Tier 2,Kaduna
CUS04107,2022-04-08,Ads,Tier 1,Kaduna
CUS04108,2022-01-23,Ads,Tier 2,Kaduna
CUS04109,2022-03-30,Loan Campaign,Tier 2,Lagos
CUS04110,2022-02-13,Ads,Tier 1,Plateau
CUS04111,2022-03-29,Referral,Tier 2,Lagos
CUS04112,2022-03-19,Loan Campaign,Tier 2,Lagos
CUS04113,2022-01-02,Loan Campaign,Tier 1,Lagos
CUS04114,2022-03-16,Loan Campaign,Tier 1,Lagos
CUS04115,2022-03-02,Ads,Tier 2,Plateau
CUS04116,2022-06-22,Referral,Tier 2,Kaduna
CUS04117,2022-03-31,Direct,Tier 1,Lagos
CUS04118,2022-01-04,Ads,Tier 1,Plateau
CUS04119,2022-03-28,Loan Campaign,Tier 1,Lagos
CUS04120,2022-02-02,Loan Campaign,Tier 1,Lagos
CUS04121,2022-06-28,Referral,Tier 2,Plateau
CUS04122,2022-05-16,Loan Campaign,Tier 1,Kaduna
CUS04123,2022-05-10,Agent Network,Tier 1,Lagos
CUS04124,2022-03-19,Loan Campaign,Tier 1,Lagos
CUS04125,2022-05-28,Loan Campaign,Tier 1,Lagos
CUS04126,2022-01-21,Loan Campaign,Tier 1,Kaduna
CUS04127,2022-05-14,Ads,Tier 2,Lagos
CUS04128,2022-03-07,Agent Network,Tier 1,Lagos
CUS04129,2022-04-06,Loan Campaign,Tier 1,Plateau
CUS04130,2022-04-01,Loan Campaign,Tier 2,Lagos
CUS04131,2022-05-25,Referral,Tier 2,Lagos
CUS04132,2022-05-10,Loan Campaign,Tier 1,Lagos
CUS04133,2022-05-12,Referral,Tier 2,Kaduna
CUS04134,2022-01-03,Agent Network,Tier 2,Kaduna
CUS04135,2022-01-27,Loan Campaign,Tier 1,Kaduna
CUS04136,2022-03-25,Agent Network,Tier 2,Lagos
CUS04137,2022-02-25,Loan Campaign,Tier 1,Lagos
CUS04138,2022-06-26,Referral,Tier 2,Kaduna
CUS04139,2022-03-01,Loan Campaign,Tier 2,Lagos
CUS04140,2022-02-17,Ads,Tier 2,Lagos
CUS04141,2022-02-05,Ads,Tier 1,Lagos
CUS04142,2022-04-05,Referral,Tier 1,Lagos
CUS04143,2022-03-25,Referral,Tier 1,Lagos
CUS04144,2022-03-27,Ads,Tier 2,Lagos
CUS04145,2022-02-16,Direct,Tier 3,Lagos
CUS04146,2022-05-20,Referral,Tier 3,Lagos
CUS04147,2022-03-01,Loan Campaign,Tier 2,Kaduna
CUS04148,2022-02-13,Loan Campaign,Tier 1,Lagos
CUS04149,2022-05-28,Loan Campaign,Tier 2,Lagos
CUS04150,2022-03-03,Loan Campaign,Tier 1,Lagos
CUS04151,2022-02-06,Loan Campaign,Tier 1,Lagos
CUS04152,2022-02-25,Loan Campaign,Tier 3,Lagos
CUS04153,2022-01-06,Loan Campaign,Tier 2,Kaduna
CUS04154,2022-01-30,Agent Network,Tier 1,Lagos
CUS04155,2022-01-14,Agent Network,Tier 2,Plateau
CUS04156,2022-05-05,Direct,Tier 3,Lagos
CUS04157,2022-03-03,Ads,Tier 2,Lagos
CUS04158,2022-03-28,Loan Campaign,Tier 1,Lagos
CUS04159,2022-06-04,Loan Campaign,Tier 1,Lagos
CUS04160,2022-06-29,Direct,Tier 2,Plateau
CUS04161,2022-04-19,Direct,Tier 1,Lagos
CUS04162,2022-02-06,Referral,Tier 2,Lagos
CUS04163,2022-03-24,Direct,Tier 2,Lagos
CUS04164,2022-03-23,Loan Campaign,Tier 1,Plateau
CUS04165,2022-06-04,Agent Network,Tier 2,Lagos
CUS04166,2022-04-12,Loan Campaign,Tier 1,Lagos
CUS04167,2022-06-22,Loan Campaign,Tier 1,Lagos
CUS04168,2022-01-18,Ads,Tier 2,Lagos
CUS04169,2022-01-02,Agent Network,Tier 1,Lagos
CUS04170,2022-01-20,Direct,Tier 1,Lagos
CUS04171,2022-04-12,Loan Campaign,Tier 1,Plateau
CUS04172,2022-04-20,Referral,Tier 2,Lagos
CUS04173,2022-02-12,Loan Campaign,Tier 2,Lagos
CUS04174,2022-01-16,Ads,Tier 3,Kaduna
CUS04175,2022-04-01,Ads,Tier 2,Lagos
CUS04176,2022-03-16,Ads,Tier 3,Lagos
CUS04177,2022-03-17,Loan Campaign,Tier 1,Lagos
CUS04178,2022-05-16,Loan Campaign,Tier 1,Lagos
CUS04179,2022-04-29,Ads,Tier 1,Kaduna
CUS04180,2022-02-23,Ads,Tier 1,Kaduna
CUS04181,2022-04-10,Referral,Tier 2,Plateau
CUS04182,2022-01-01,Loan Campaign,Tier 2,Lagos
CUS04183,2022-04-15,Referral,Tier 3,Kaduna
CUS04184,2022-01-27,Ads,Tier 1,Lagos
CUS04185,2022-02-17,Loan Campaign,Tier 2,Lagos
CUS04186,2022-03-14,Loan Campaign,Tier 1,Lagos
CUS04187,2022-03-11,Direct,Tier 1,Plateau
CUS04188,2022-05-23,Ads,Tier 3,Lagos
CUS04189,2022-01-21,Loan Campaign,Tier 1,Kaduna
CUS04190,2022-02-12,Referral,Tier 2,Plateau
CUS04191,2022-06-15,Loan Campaign,Tier 1,Lagos
CUS04192,2022-01-09,Agent Network,Tier 2,Lagos
CUS04193,2022-01-05,Ads,Tier 1,Lagos
CUS04194,2022-03-22,Loan Campaign,Tier 1,Plateau
CUS04195,2022-06-10,Direct,Tier 2,Lagos
CUS04196,2022-04-24,Loan Campaign,Tier 2,Lagos
CUS04197,2022-01-03,Loan Campaign,Tier 2,Lagos
CUS04198,2022-06-07,Ads,Tier 3,Lagos
CUS04199,2022-03-26,Loan Campaign,Tier 1,Lagos
CUS04200,2022-02-12,Loan Campaign,Tier 1,Lagos
CUS04201,2022-05-25,Loan Campaign,Tier 1,Lagos
CUS04202,2022-02-01,Loan Campaign,Tier 1,Plateau
CUS04203,2022-01-12,Ads,Tier 1,Lagos
CUS04204,2022-02-09,Loan Campaign,Tier 1,Plateau
CUS04205,2022-03-31,Loan Campaign,Tier 1,Lagos
CUS04206,2022-01-30,Loan Campaign,Tier 3,Lagos
CUS04207,2022-02-26,Loan Campaign,Tier 1,Lagos
CUS04208,2022-02-11,Ads,Tier 1,Plateau
CUS04209,2022-02-06,Ads,Tier 2,Lagos
CUS04210,2022-01-30,Ads,Tier 1,Lagos
CUS04211,2022-01-17,Ads,Tier 1,Lagos
CUS04212,2022-01-18,Ads,Tier 1,Lagos
CUS04213,2022-05-10,Agent Network,Tier 2,Lagos
CUS04214,2022-05-16,Direct,Tier 2,Plateau
CUS04215,2022-02-19,Loan Campaign,Tier 2,Plateau
CUS04216,2022-04-26,Direct,Tier 1,Plateau
CUS04217,2022-01-29,Ads,Tier 1,Kaduna
CUS04218,2022-05-08,Loan Campaign,Tier 2,Plateau
CUS04219,2022-01-20,Loan Campaign,Tier 1,Kaduna
CUS04220,2022-02-24,Ads,Tier 1,Kaduna
CUS04221,2022-03-12,Ads,Tier 2,Lagos
CUS04222,2022-01-20,Loan Campaign,Tier 2,Lagos
CUS04223,2022-03-23,Loan Campaign,Tier 2,Lagos
CUS04224,2022-03-14,Referral,Tier 2,Lagos
CUS04225,2022-05-22,Ads,Tier 2,Lagos
CUS04226,2022-03-19,Loan Campaign,Tier 2,Kaduna
CUS04227,2022-02-22,Loan Campaign,Tier 2,Lagos
CUS04228,2022-01-24,Ads,Tier 1,Lagos
CUS04229,2022-02-22,Referral,Tier 1,Kaduna
CUS04230,2022-04-08,Direct,Tier 2,Lagos
CUS04231,2022-01-25,Loan Campaign,Tier 1,Lagos
CUS04232,2022-04-14,Referral,Tier 1,Lagos
CUS04233,2022-05-01,Agent Network,Tier 1,Plateau
CUS04234,2022-02-08,Loan Campaign,Tier 1,Plateau
CUS04235,2022-03-16,Ads,Tier 2,Plateau
CUS04236,2022-03-24,Loan Campaign,Tier 1,Lagos
CUS04237,2022-01-27,Ads,Tier 1,Plateau
CUS04238,2022-01-24,Direct,Tier 2,Lagos
CUS04239,2022-02-25,Loan Campaign,Tier 1,Plateau
CUS04240,2022-02-18,Referral,Tier 2,Plateau
CUS04241,2022-01-31,Loan Campaign,Tier 1,Plateau
CUS04242,2022-02-25,Ads,Tier 1,Plateau
CUS04243,2022-01-21,Referral,Tier 1,Lagos
CUS04244,2022-05-22,Referral,Tier 2,Kaduna
CUS04245,2022-06-28,Agent Network,Tier 1,Kaduna
CUS04246,2022-03-12,Ads,Tier 1,Kaduna
CUS04247,2022-03-03,Referral,Tier 2,Lagos
CUS04248,2022-02-24,Ads,Tier 1,Kaduna
CUS04249,2022-03-31,Ads,Tier 2,Plateau
CUS04250,2022-05-12,Direct,Tier 2,Lagos
CUS04251,2022-01-16,Loan Campaign,Tier 2,Lagos
CUS04252,2022-06-19,Loan Campaign,Tier 1,Lagos
CUS04253,2022-03-29,Loan Campaign,Tier 3,Lagos
CUS04254,2022-01-19,Loan Campaign,Tier 1,Lagos
CUS04255,2022-01-07,Loan Campaign,Tier 2,Plateau
CUS04256,2022-06-07,Ads,Tier 2,Lagos
CUS04257,2022-03-13,Agent Network,Tier 1,Lagos
CUS04258,2022-04-04,Ads,Tier 1,Lagos
CUS04259,2022-02-14,Loan Campaign,Tier 1,Lagos
CUS04260,2022-02-14,Ads,Tier 3,Plateau
CUS04261,2022-02-12,Ads,Tier 2,Plateau
CUS04262,2022-04-06,Referral,Tier 2,Lagos
CUS04263,2022-03-02,Loan Campaign,Tier 1,Plateau
CUS04264,2022-03-17,Loan Campaign,Tier 1,Lagos
CUS04265,2022-03-12,Ads,Tier 1,Lagos
CUS04266,2022-04-30,Ads,Tier 2,Plateau
CUS04267,2022-01-29,Ads,Tier 1,Lagos
CUS04268,2022-03-27,Agent Network,Tier 2,Lagos
CUS04269,2022-04-28,Loan Campaign,Tier 1,Lagos
CUS04270,2022-04-02,Referral,Tier 2,Plateau
CUS04271,2022-01-23,Ads,Tier 1,Lagos
CUS04272,2022-01-07,Ads,Tier 3,Lagos
CUS04273,2022-02-14,Loan Campaign,Tier 2,Lagos
CUS04274,2022-06-02,Referral,Tier 3,Plateau
CUS04275,2022-02-08,Ads,Tier 1,Lagos
CUS04276,2022-01-31,Ads,Tier 1,Lagos
CUS04277,2022-06-09,Loan Campaign,Tier 1,Kaduna
CUS04278,2022-04-19,Ads,Tier 2,Plateau
CUS04279,2022-04-06,Referral,Tier 1,Lagos
CUS04280,2022-02-09,Ads,Tier 1,Lagos
CUS04281,2022-01-26,Agent Network,Tier 1,Kaduna
CUS04282,2022-05-15,Ads,Tier 1,Kaduna
CUS04283,2022-04-09,Loan Campaign,Tier 1,Plateau
CUS04284,2022-01-15,Loan Campaign,Tier 2,Kaduna
CUS04285,2022-04-20,Agent Network,Tier 2,Plateau
CUS04286,2022-05-03,Ads,Tier 1,Plateau
CUS04287,2022-01-12,Ads,Tier 2,Plateau
CUS04288,2022-03-07,Referral,Tier 2,Plateau
CUS04289,2022-02-17,Referral,Tier 1,Lagos
CUS04290,2022-04-14,Referral,Tier 2,Lagos
CUS04291,2022-02-23,Agent Network,Tier 1,Lagos
CUS04292,2022-02-14,Ads,Tier 2,Plateau
CUS04293,2022-03-04,Referral,Tier 2,Kaduna
CUS04294,2022-03-17,Ads,Tier 1,Lagos
CUS04295,2022-03-18,Loan Campaign,Tier 2,Lagos
CUS04296,2022-05-20,Direct,Tier 3,Lagos
CUS04297,2022-03-12,Loan Campaign,Tier 1,Lagos
CUS04298,2022-02-25,Loan Campaign,Tier 1,Kaduna
CUS04299,2022-03-13,Referral,Tier 2,Kaduna
CUS04300,2022-01-08,Loan Campaign,Tier 1,Lagos
CUS04301,2022-03-07,Loan Campaign,Tier 2,Plateau
CUS04302,2022-02-11,Ads,Tier 2,Lagos
CUS04303,2022-06-06,Loan Campaign,Tier 1,Lagos
CUS04304,2022-01-14,Loan Campaign,Tier 1,Lagos
